Scientific Name,Primary,Class,Order,Family,Genus,Species,Authority,Infrarank,Infrarank Type,Infrarank Authority,Red List Species ID,Modified Year,Category,Criteria
Melanochromis chipokae,TRUE,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Melanochromis,chipokae,"Johnson, 1975",,,,61112,2006,VU,D2
Melanochromis cyaneorhabdos,TRUE,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Melanochromis,cyaneorhabdos,"Bowers &amp; Stauffer, 1997",,,,61113,2006,VU,D2
Melanochromis dialeptos,TRUE,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Melanochromis,dialeptos,"Bowers &amp; Stauffer, 1997",,,,61114,2006,VU,D2
Melanochromis heterochromis,TRUE,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Melanochromis,heterochromis,"Bowers &amp; Stauffer, 1993",,,,61116,2006,VU,D2
Melanochromis joanjohnsonae,TRUE,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Melanochromis,joanjohnsonae,"(Johnson, 1974)",,,,61118,2006,VU,D2
Melanochromis johannii,TRUE,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Melanochromis,johannii,"(Eccles, 1973)",,,,61119,2006,VU,D2
Melanochromis labrosus,TRUE,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Melanochromis,labrosus,"Trewavas, 1935",,,,61120,2006,LC,
Melanochromis lepidiadaptes,TRUE,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Melanochromis,lepidiadaptes,"Bowers &amp; Stauffer, 1997",,,,61121,2006,VU,D2
Melanochromis loriae,TRUE,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Melanochromis,loriae,"Johnson, 1975",,,,61122,2006,VU,D2
Melanochromis melanopterus,TRUE,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Melanochromis,melanopterus,"Trewavas, 1935",,,,61123,2006,LC,
Melanochromis perileucos,TRUE,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Melanochromis,perileucos,"Bowers &amp; Stauffer, 1997",,,,61126,2006,VU,D2
Melanochromis robustus,TRUE,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Melanochromis,robustus,"Johnson, 1985",,,,61127,2006,LC,
Melanochromis simulans,TRUE,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Melanochromis,simulans,"Eccles, 1973",,,,61128,2006,LC,
Melanochromis vermivorus,TRUE,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Melanochromis,vermivorus,"Trewavas, 1935",,,,61129,2006,LC,
Melanogrammus aeglefinus,TRUE,ACTINOPTERYGII,GADIFORMES,GADIDAE,Melanogrammus,aeglefinus,"(Linnaeus, 1758)",,,,13045,1996,VU,A1d+2d
Melanolagus bericoides,TRUE,ACTINOPTERYGII,OSMERIFORMES,BATHYLAGIDAE,Melanolagus,bericoides,"(Borodin, 1929)",,,,190485,2015,LC,
Melanonus zugmayeri,TRUE,ACTINOPTERYGII,GADIFORMES,MELANONIDAE,Melanonus,zugmayeri,"Norman, 1930",,,,15522213,2015,LC,
Melanorhinus cyanellus,TRUE,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Melanorhinus,cyanellus,"(Meek &amp; Hildebrand, 1923)",,,,183556,2010,LC,
Melanorhinus microps,TRUE,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Melanorhinus,microps,"(Poey, 1860)",,,,190241,2015,LC,
Melanorivulus apiamici,TRUE,ACTINOPTERYGII,CYPRINODONTIFORMES,RIVULIDAE,Melanorivulus,apiamici,"Costa, 1989",,,,167675,2009,LC,
Melanostigma atlanticum,TRUE,ACTINOPTERYGII,PERCIFORMES,ZOARCIDAE,Melanostigma,atlanticum,"Koefoed, 1952",,,,198723,2015,LC,
Melanostomias bartonbeani,TRUE,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Melanostomias,bartonbeani,"Parr, 1927",,,,18257303,2015,LC,
Melanostomias biseriatus,TRUE,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Melanostomias,biseriatus,"Regan &amp; Trewavas, 1930",,,,190103,2015,LC,
Melanostomias melanops ,TRUE,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Melanostomias,melanops ,"Brauer, 1902",,,,60478881,2015,LC,
Melanostomias paucilaternatus ,TRUE,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Melanostomias,paucilaternatus ,"Parin &amp; Pokhil'skaya, 1978",,,,60479167,2015,LC,
Melanostomias spilorhynchus ,TRUE,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Melanostomias,spilorhynchus ,"Regan &amp; Trewavas, 1930",,,,60479354,2015,LC,
Melanostomias tentaculatus,TRUE,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Melanostomias,tentaculatus,"(Regan &amp; Trewavas, 1930)",,,,21133050,2015,LC,
Melanostomias valdiviae,TRUE,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Melanostomias,valdiviae,"Brauer, 1902",,,,18257309,2015,LC,
Melanotaenia ajamaruensis,TRUE,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,ajamaruensis,"Allen &amp; Cross, 1980",,,,13055,1996,DD,
Melanotaenia angfa,TRUE,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,angfa,"Allen, 1990",,,,13056,1996,DD,
Melanotaenia arfakensis,TRUE,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,arfakensis,"Allen, 1990",,,,13057,1996,VU,A2ce
Melanotaenia boesemani,TRUE,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,boesemani,"Allen &amp; Cross, 1980",,,,13058,1996,EN,A1ad
Melanotaenia catherinae,TRUE,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,catherinae,"(de Beaufort, 1910)",,,,13059,1996,LR/lc,
Melanotaenia corona,TRUE,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,corona,"Allen, 1982",,,,13060,1996,DD,
Melanotaenia eachamensis,TRUE,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,eachamensis,"Allen &amp; Cross, 1982",,,,13054,1996,VU,"A1ace+2ce, B1+2b, C1, D2"
Melanotaenia exquisita,TRUE,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,exquisita,"Allen, 1978",,,,13061,1996,DD,
Melanotaenia gracilis,TRUE,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,gracilis,"Allen, 1978",,,,13062,1996,LR/nt,
Melanotaenia herbertaxelrodi,TRUE,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,herbertaxelrodi,"Allen, 1981",,,,13063,1996,DD,
Melanotaenia iris,TRUE,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,iris,"Allen, 1987",,,,13064,1996,LR/lc,
Melanotaenia lacustris,TRUE,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,lacustris,"Munro, 1964",,,,13065,1996,VU,A1ac
Melanotaenia maylandi,TRUE,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,maylandi,"Allen, 1983",,,,13066,1996,LR/lc,
Melanotaenia misoolensis,TRUE,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,misoolensis,"Allen, 1982",,,,13067,1996,LR/lc,
Melanotaenia monticola,TRUE,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,monticola,"Allen, 1980",,,,13068,1996,DD,
Melanotaenia ogilbyi,TRUE,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,ogilbyi,"Weber, 1910",,,,13069,1996,DD,
Melanotaenia oktediensis,TRUE,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,oktediensis,"Allen &amp; Cross, 1980",,,,13070,1996,VU,A2ce
Melanotaenia papuae,TRUE,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,papuae,"Allen, 1981",,,,13071,1996,LR/lc,
Melanotaenia parva,TRUE,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,parva,"Allen, 1990",,,,13072,1996,VU,A2ce
Melanotaenia pimanensis,TRUE,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,pimanensis,"Allen, 1981",,,,13073,1996,DD,
Melanotaenia praecox,TRUE,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,praecox,"(Weber &amp; de Beaufort, 1922)",,,,13074,1996,DD,
Melanotaenia pygmaea,TRUE,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,pygmaea,"Allen, 1978",,,,13075,1996,LR/nt,
Melanotaenia sexlineata,TRUE,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,sexlineata,"(Munro, 1964)",,,,13076,1996,DD,
Melanotaenia vanheurni,TRUE,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,vanheurni,"(Weber &amp; de Beaufort, 1922)",,,,13077,1996,DD,
Melichthys niger,TRUE,ACTINOPTERYGII,TETRAODONTIFORMES,BALISTIDAE,Melichthys,niger,"(Bloch, 1786)",,,,193609,2015,LC,
Melletes papilio,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Melletes,papilio,"Bean, 1880",,,,154722,2010,LC,
Melodichthys hadrocephalus,TRUE,ACTINOPTERYGII,OPHIDIIFORMES,BYTHITIDAE,Melodichthys,hadrocephalus,Nielsen &amp; Cohen 1986,,,,18138812,2014,DD,
Membras analis,TRUE,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Membras,analis,"(Schultz, 1948)",,,,16441303,2015,DD,
Membras argentea ,TRUE,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Membras,argentea ,"(Schultz, 1948)",,,,16441433,2015,DD,
Membras gilberti,TRUE,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Membras,gilberti,"(Jordan &amp; Bollman, 1890)",,,,183772,2010,LC,
Membras martinica,TRUE,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Membras,martinica,"(Valenciennes, 1835)",,,,154767,2010,LC,
Menidia audens,TRUE,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Menidia,audens,"Hay, 1882",,,,201945,2013,LC,
Menidia beryllina,TRUE,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Menidia,beryllina,"(Cope, 1867)",,,,191191,2013,LC,
Menidia clarkhubbsi,TRUE,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Menidia,clarkhubbsi,"Echelle &amp; Mosier, 1982",,,,47140142,2015,DD,
Menidia colei,TRUE,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Menidia,colei,"Hubbs, 1936",,,,191192,2015,EN,B2ab(iii)
Menidia conchorum,TRUE,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Menidia,conchorum,"Hildebrand &amp; Ginsburg, 1927",,,,13145,2015,EN,B1ab(iii)+2ab(iii)
Menidia extensa,TRUE,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Menidia,extensa,"Hubbs & Raney, 1946",,,,13146,2014,VU,D2
Menidia menidia,TRUE,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Menidia,menidia,"(Linnaeus, 1766)",,,,16441575,2015,LC,
Menidia peninsulae,TRUE,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Menidia,peninsulae,"(Goode &amp; Bean, 1879)",,,,155207,2010,LC,
Menticirrhus americanus,TRUE,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Menticirrhus,americanus,"(Linnaeus, 1758)",,,,195075,2015,LC,
Menticirrhus elongatus,TRUE,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Menticirrhus,elongatus,"(GÌ_nther, 1864)",,,,183648,2010,LC,
Menticirrhus littoralis,TRUE,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Menticirrhus,littoralis,"(Holbrook, 1847)",,,,46105545,2015,LC,
Menticirrhus nasus,TRUE,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Menticirrhus,nasus,"(GÌ_nther, 1868)",,,,183669,2010,LC,
Menticirrhus ophicephalus,TRUE,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Menticirrhus,ophicephalus,"(Jenyns, 1840)",,,,183869,2010,LC,
Menticirrhus paitensis,TRUE,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Menticirrhus,paitensis,"Hildebrand, 1946",,,,183989,2010,LC,
Menticirrhus panamensis,TRUE,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Menticirrhus,panamensis,"(Steindachner, 1877)",,,,183578,2010,LC,
Menticirrhus saxatilis,TRUE,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Menticirrhus,saxatilis,"(Bloch & Schneider, 1801)",,,,46105847,2015,LC,
Menticirrhus undulatus,TRUE,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Menticirrhus,undulatus,"(Girard, 1854)",,,,183602,2010,DD,
Mentodus facilis,TRUE,ACTINOPTERYGII,OSMERIFORMES,PLATYTROCTIDAE,Mentodus,facilis,"(Parr, 1951)",,,,60479648,2015,LC,
Mentodus longirostris ,TRUE,ACTINOPTERYGII,OSMERIFORMES,PLATYTROCTIDAE,Mentodus,longirostris ,"(Sazonov &amp; Golovan, 1976)",,,,60480024,2015,LC,
Mentodus mesalirus ,TRUE,ACTINOPTERYGII,OSMERIFORMES,PLATYTROCTIDAE,Mentodus,mesalirus ,"(Matsui &amp; Rosenblatt, 1987)",,,,60480620,2015,LC,
Mentodus perforatus ,TRUE,ACTINOPTERYGII,OSMERIFORMES,PLATYTROCTIDAE,Mentodus,perforatus ,"Sazonov &amp; Trunov, 1978",,,,60480946,2015,LC,
Mentodus rostratus ,TRUE,ACTINOPTERYGII,OSMERIFORMES,PLATYTROCTIDAE,Mentodus,rostratus ,"(GÌ_nther, 1878)",,,,60481184,2015,LC,
Merlangius merlangus,TRUE,ACTINOPTERYGII,GADIFORMES,GADIDAE,Merlangius,merlangus,"(Linnaeus, 1758)",,,,198585,2014,LC,
Merluccius albidus,TRUE,ACTINOPTERYGII,GADIFORMES,MERLUCCIIDAE,Merluccius,albidus,"(Mitchill, 1818)",,,,16466377,2015,LC,
Merluccius angustimanus,TRUE,ACTINOPTERYGII,GADIFORMES,MERLUCCIIDAE,Merluccius,angustimanus,"Garman, 1899",,,,183799,2010,LC,
Merluccius bilinearis,TRUE,ACTINOPTERYGII,GADIFORMES,MERLUCCIIDAE,Merluccius,bilinearis,"(Mitchill, 1814)",,,,16466393,2015,NT,
Merluccius capensis,TRUE,ACTINOPTERYGII,GADIFORMES,MERLUCCIIDAE,Merluccius,capensis,"Castelnau, 1861",,,,15522216,2015,LC,
Merluccius gayi,TRUE,ACTINOPTERYGII,GADIFORMES,MERLUCCIIDAE,Merluccius,gayi,"(Guichenot, 1848)",,,,183527,2010,DD,
Merluccius hernandezi,TRUE,ACTINOPTERYGII,GADIFORMES,MERLUCCIIDAE,Merluccius,hernandezi,"Mathews, 1985",,,,155045,2010,DD,
Merluccius polli,TRUE,ACTINOPTERYGII,GADIFORMES,MERLUCCIIDAE,Merluccius,polli,"Cadenat, 1950",,,,15522226,2015,LC,
Merluccius productus,TRUE,ACTINOPTERYGII,GADIFORMES,MERLUCCIIDAE,Merluccius,productus,"(Ayres, 1855)",,,,183411,2010,LC,
Merluccius senegalensis,TRUE,ACTINOPTERYGII,GADIFORMES,MERLUCCIIDAE,Merluccius,senegalensis,"Cadenat, 1950",,,,15522229,2015,EN,A2bd
Mesobius  berryi ,TRUE,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Mesobius ,berryi ,"Hubbs &amp; Iwamoto, 1977",,,,60481655,2015,LC,
Mesobola brevianalis,TRUE,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Mesobola,brevianalis,"(Boulenger, 1908)",,,,63296,2010,LC,
Mesobola spinifer,TRUE,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Mesobola,spinifer,"(Bailey &amp; Matthes, 1971)",,,,61272,2006,LC,
Mesoborus crocodilus,TRUE,ACTINOPTERYGII,CHARACIFORMES,DISTICHODONTIDAE,Mesoborus,crocodilus,"Pellegrin, 1900",,,,181593,2010,LC,
Mesogobius batrachocephalus,TRUE,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Mesogobius,batrachocephalus,"(Pallas, 1814)",,,,13232,2008,LC,
Mesonoemacheilus herrei,TRUE,ACTINOPTERYGII,CYPRINIFORMES,BALITORIDAE,Mesonoemacheilus,herrei,"Nalbant &amp; B€Än€Ärescu, 1982",,,,172496,2013,CR,B1ab(iii)+2ab(iii)
Mesonoemacheilus pambarensis,TRUE,ACTINOPTERYGII,CYPRINIFORMES,BALITORIDAE,Mesonoemacheilus,pambarensis,"(Rema Devi &amp; Indra, 1994)",,,,172406,2013,VU,D2
Mesonoemacheilus remadevii,TRUE,ACTINOPTERYGII,CYPRINIFORMES,BALITORIDAE,Mesonoemacheilus,remadevii,"Shaji, 2002",,,,172417,2013,LC,
Mesopotamichthys sharpeyi,TRUE,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Mesopotamichthys,sharpeyi,"(GÌ_nther, 1874)",,,,19383657,2014,VU,"B2ab(iii,v)"
Mesopristes argenteus,TRUE,ACTINOPTERYGII,PERCIFORMES,TERAPONTIDAE,Mesopristes,argenteus,"(Cuvier, 1829)",,,,196447,2012,LC,
Mesopristes cancellatus,TRUE,ACTINOPTERYGII,PERCIFORMES,TERAPONTIDAE,Mesopristes,cancellatus,"(Cuvier, 1829)",,,,196448,2012,LC,
Mesopristes elongatus,TRUE,ACTINOPTERYGII,PERCIFORMES,TERAPONTIDAE,Mesopristes,elongatus,"(Guichenot, 1866)",,,,13254,2004,VU,"B1ab(ii,iii,v)+2ab(ii,iii,v)"
Metzia alba,TRUE,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Metzia,alba,"(Nguyen, 1991)",,,,181246,2012,DD,
Metzia formosae,TRUE,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Metzia,formosae,(Oshima 1920) ,,,,166183,2012,LC,
Metzia hautus,TRUE,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Metzia,hautus,"(Nguyen, 1991)",,,,180968,2012,DD,
Metzia lineata,TRUE,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Metzia,lineata,"(Pellegrin, 1907)",,,,181085,2012,LC,
Meuschenia hippocrepis,TRUE,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Meuschenia,hippocrepis,"(Quoy &amp; Gaimard, 1824)",,,,155231,2010,LC,
Micralestes acutidens,TRUE,ACTINOPTERYGII,CHARACIFORMES,ALESTIDAE,Micralestes,acutidens,"(Peters, 1852)",,,,182453,2010,LC,
Micralestes ambiguus,TRUE,ACTINOPTERYGII,CHARACIFORMES,ALESTIDAE,Micralestes,ambiguus,"GÌ©ry, 1995",,,,182732,2010,DD,
Micralestes argyrotaenia,TRUE,ACTINOPTERYGII,CHARACIFORMES,ALESTIDAE,Micralestes,argyrotaenia,"Trewavas, 1936",,,,63236,2007,LC,
Micralestes comoensis,TRUE,ACTINOPTERYGII,CHARACIFORMES,ALESTIDAE,Micralestes,comoensis,"Poll &amp; Roman, 1967",,,,182764,2010,VU,B1ab(iii)+2ab(iii); D2
Micralestes congicus,TRUE,ACTINOPTERYGII,CHARACIFORMES,ALESTIDAE,Micralestes,congicus,"Poll, 1967",,,,182316,2010,LC,
Micralestes eburneensis,TRUE,ACTINOPTERYGII,CHARACIFORMES,ALESTIDAE,Micralestes,eburneensis,"Daget, 1965",,,,181754,2010,NT,
Micralestes fodori,TRUE,ACTINOPTERYGII,CHARACIFORMES,ALESTIDAE,Micralestes,fodori,"Matthes, 1965",,,,182494,2010,LC,
Micralestes holargyreus,TRUE,ACTINOPTERYGII,CHARACIFORMES,ALESTIDAE,Micralestes,holargyreus,"(GÌ_nther, 1873)",,,,182838,2010,DD,
Micralestes humilis,TRUE,ACTINOPTERYGII,CHARACIFORMES,ALESTIDAE,Micralestes,humilis,"Boulenger, 1899",,,,182348,2010,LC,
Micralestes lualabae,TRUE,ACTINOPTERYGII,CHARACIFORMES,ALESTIDAE,Micralestes,lualabae,"Poll, 1967",,,,182938,2010,LC,
Micralestes occidentalis,TRUE,ACTINOPTERYGII,CHARACIFORMES,ALESTIDAE,Micralestes,occidentalis,"(GÌ_nther, 1899)",,,,181595,2010,LC,
Micralestes pabrensis,TRUE,ACTINOPTERYGII,CHARACIFORMES,ALESTIDAE,Micralestes,pabrensis,"(Roman, 1966)",,,,181710,2010,LC,
Micralestes sardina,TRUE,ACTINOPTERYGII,CHARACIFORMES,ALESTIDAE,Micralestes,sardina,"Poll, 1938",,,,182550,2010,LC,
Micralestes schelly,TRUE,ACTINOPTERYGII,CHARACIFORMES,ALESTIDAE,Micralestes,schelly,"Stiassny &amp; Mamonekene, 2007",,,,182069,2010,DD,
Micralestes stormsi,TRUE,ACTINOPTERYGII,CHARACIFORMES,ALESTIDAE,Micralestes,stormsi,"Boulenger, 1902",,,,60766,2010,LC,
Micralestes vittatus,TRUE,ACTINOPTERYGII,CHARACIFORMES,ALESTIDAE,Micralestes,vittatus,"(Boulenger, 1917)",,,,61305,2006,DD,
Micrenophrys lilljeborgii,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Micrenophrys,lilljeborgii,"(Collett, 1875)",,,,18237151,2014,LC,
Microchirus azevia,TRUE,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Microchirus,azevia,"(Brito Capello, 1867)",,,,198734,2015,DD,
Microchirus boscanion,TRUE,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Microchirus,boscanion,"(Chabanaud, 1926)",,,,15622649,2015,DD,
Microchirus frechkopi,TRUE,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Microchirus,frechkopi,"Chabanaud, 1952",,,,15622656,2015,DD,
Microchirus ocellatus,TRUE,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Microchirus,ocellatus,"(Linnaeus, 1758)",,,,198735,2015,DD,
Microchirus theophila,TRUE,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Microchirus,theophila,"(Risso, 1810)",,,,15622659,2015,DD,
Microchirus variegatus,TRUE,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Microchirus,variegatus,"(Donovan, 1808)",,,,198736,2015,LC,
Microchirus wittei,TRUE,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Microchirus,wittei,"Chabanaud, 1950",,,,15622672,2015,LC,
Microcobitis misgurnoides,TRUE,ACTINOPTERYGII,CYPRINIFORMES,COBITIDAE,Microcobitis,misgurnoides,"(Rendahl, 1944)",,,,181136,2012,DD,
Microctenopoma ansorgii,TRUE,ACTINOPTERYGII,PERCIFORMES,ANABANTIDAE,Microctenopoma,ansorgii,"(Boulenger, 1912)",,,,181678,2010,LC,
Microctenopoma congicum,TRUE,ACTINOPTERYGII,PERCIFORMES,ANABANTIDAE,Microctenopoma,congicum,"(Boulenger, 1887)",,,,182999,2010,LC,
Microctenopoma damasi,TRUE,ACTINOPTERYGII,PERCIFORMES,ANABANTIDAE,Microctenopoma,damasi,"(Poll &amp; Damas, 1939)",,,,60832,2010,LC,
Microctenopoma fasciolatum,TRUE,ACTINOPTERYGII,PERCIFORMES,ANABANTIDAE,Microctenopoma,fasciolatum,"(Boulenger, 1899)",,,,182806,2010,LC,
Microctenopoma intermedium,TRUE,ACTINOPTERYGII,PERCIFORMES,ANABANTIDAE,Microctenopoma,intermedium,"(Pellegrin, 1920)",,,,182583,2010,LC,
Microctenopoma lineatum,TRUE,ACTINOPTERYGII,PERCIFORMES,ANABANTIDAE,Microctenopoma,lineatum,"(Nichols, 1923)",,,,182983,2010,DD,
Microctenopoma milleri,TRUE,ACTINOPTERYGII,PERCIFORMES,ANABANTIDAE,Microctenopoma,milleri,"(Norris &amp; Douglas, 1991)",,,,182987,2010,DD,
Microctenopoma nanum,TRUE,ACTINOPTERYGII,PERCIFORMES,ANABANTIDAE,Microctenopoma,nanum,"(GÌ_nther, 1896)",,,,181655,2010,LC,
Microctenopoma nigricans,TRUE,ACTINOPTERYGII,PERCIFORMES,ANABANTIDAE,Microctenopoma,nigricans,"Norris, 1995",,,,182584,2010,LC,
Microctenopoma ocellifer,TRUE,ACTINOPTERYGII,PERCIFORMES,ANABANTIDAE,Microctenopoma,ocellifer,"(Nichols, 1928)",,,,181893,2010,LC,
Microctenopoma pekkolai,TRUE,ACTINOPTERYGII,PERCIFORMES,ANABANTIDAE,Microctenopoma,pekkolai,"(Rendahl, 1935)",,,,182312,2010,DD,
Microctenopoma uelense,TRUE,ACTINOPTERYGII,PERCIFORMES,ANABANTIDAE,Microctenopoma,uelense,"Norris &amp; Douglas, 1995",,,,182859,2010,LC,
Microdesmus aethiopicus,TRUE,ACTINOPTERYGII,PERCIFORMES,MICRODESMIDAE,Microdesmus,aethiopicus,"(Chabanaud, 1927)",,,,21132133,2015,LC,
Microdesmus affinis,TRUE,ACTINOPTERYGII,PERCIFORMES,MICRODESMIDAE,Microdesmus,affinis,"Meek &amp; Hildebrand, 1928",,,,178086,2010,DD,
Microdesmus africanus,TRUE,ACTINOPTERYGII,PERCIFORMES,MICRODESMIDAE,Microdesmus,africanus,"Dawson, 1979",,,,21132139,2015,DD,
Microdesmus bahianus,TRUE,ACTINOPTERYGII,PERCIFORMES,MICRODESMIDAE,Microdesmus,bahianus,"Dawson, 1973",,,,20665821,2015,LC,
Microdesmus carri,TRUE,ACTINOPTERYGII,PERCIFORMES,MICRODESMIDAE,Microdesmus,carri,"Gilbert, 1966",,,,20665832,2015,LC,
Microdesmus dipus,TRUE,ACTINOPTERYGII,PERCIFORMES,MICRODESMIDAE,Microdesmus,dipus,"GÌ_nther, 1864",,,,178087,2010,DD,
Microdesmus dorsipunctatus,TRUE,ACTINOPTERYGII,PERCIFORMES,MICRODESMIDAE,Microdesmus,dorsipunctatus,"Dawson, 1968",,,,178088,2010,DD,
Microdesmus hildebrandi,TRUE,ACTINOPTERYGII,PERCIFORMES,MICRODESMIDAE,Microdesmus,hildebrandi,"Reid, 1936",,,,178089,2010,DD,
Microdesmus intermedius,TRUE,ACTINOPTERYGII,PERCIFORMES,MICRODESMIDAE,Microdesmus,intermedius,"Meek &amp; Hildebrand, 1928",,,,178090,2010,DD,
Microdesmus knappi,TRUE,ACTINOPTERYGII,PERCIFORMES,MICRODESMIDAE,Microdesmus,knappi,"Dawson, 1972",,,,178091,2010,DD,
Microdesmus lanceolatus,TRUE,ACTINOPTERYGII,PERCIFORMES,MICRODESMIDAE,Microdesmus,lanceolatus,"Dawson, 1962",,,,196689,2015,LC,
